# BLASTN 2.13.0+
# Query: R01C02
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01C02	chr5	100.000	48	0	0	1	48	67373822	67373775	4.68e-17	89.8
# BLASTN 2.13.0+
# Query: R01F02
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01F02	chr1	95.767	189	5	1	2	187	271367875	271367687	4.01e-80	302
# BLASTN 2.13.0+
# Query: R01G01
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01G01	chr1	100.000	136	0	0	1	136	246784690	246784825	2.87e-65	252
# BLASTN 2.13.0+
# Query: R02A05
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02A05	chr3	99.728	367	1	0	1	367	165360287	165360653	0.0	673
R02A05	chr8	86.096	374	44	6	1	367	168477408	168477780	3.71e-108	396
# BLASTN 2.13.0+
# Query: R02B06
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R02B06	chr1	100.000	115	0	0	1	115	60968719	60968833	1.11e-53	213
# BLASTN 2.13.0+
# Query: R02C02
# Database: resources/part0/reference_genomes/W22v2/W22v2
# 0 hits found
# BLASTN 2.13.0+
# Query: R02D02
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02D02	chr10	100.000	230	0	0	1	230	144931113	144931342	2.86e-117	425
R02D02	chr2	92.982	171	12	0	1	171	4343201	4343031	1.84e-64	250
# BLASTN 2.13.0+
# Query: R02D11
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R02D11	chr4	99.572	467	1	1	1	466	252719268	252718802	0.0	850
# BLASTN 2.13.0+
# Query: R02H02
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02H02	chr1	100.000	181	0	0	1	181	266594950	266595130	3.81e-90	335
R02H02	chr5	86.857	175	17	4	1	175	16209472	16209640	8.74e-47	191
# BLASTN 2.13.0+
# Query: R03E12
# Database: resources/part0/reference_genomes/W22v2/W22v2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R03E12	chr9	97.917	48	1	0	1	48	31465447	31465494	2.18e-15	84.2
# BLASTN 2.13.0+
# Query: R04A02
# Database: resources/part0/reference_genomes/W22v2/W22v2
