# BLASTN 2.13.0+
# Query: R01C02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01C02	chr5	100.000	48	0	0	1	48	68464229	68464182	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R01F02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01F02	chr1	100.000	187	0	0	1	187	270743268	270743082	1.92e-93	346
# BLASTN 2.13.0+
# Query: R01G01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R01G01	chr1	85.161	155	1	3	1	134	246166100	246166253	2.46e-31	139
# BLASTN 2.13.0+
# Query: R02A05
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02A05	chr3	99.728	367	1	0	1	367	168748276	168748642	0.0	673
R02A05	chr8	86.096	374	44	6	1	367	167884659	167885031	3.90e-108	396
# BLASTN 2.13.0+
# Query: R02B06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R02B06	chr1	100.000	89	0	0	1	89	61955450	61955538	3.32e-39	165
# BLASTN 2.13.0+
# Query: R02C02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R02C02	chr9	100.000	48	0	0	1	48	160798866	160798819	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R02D02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02D02	chr10	97.403	231	5	1	1	230	149775381	149775611	3.05e-107	392
R02D02	chr2	92.308	169	13	0	3	171	4384616	4384448	1.17e-61	241
# BLASTN 2.13.0+
# Query: R02D11
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R02D11	chr4	98.287	467	7	1	1	466	253616871	253616405	0.0	817
# BLASTN 2.13.0+
# Query: R02H02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R02H02	chr1	99.448	181	1	0	1	181	266600608	266600788	1.87e-88	329
R02H02	chr5	86.857	175	17	4	1	175	16991571	16991739	9.20e-47	191
# BLASTN 2.13.0+
# Query: R03E12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R03E12	chr9	97.917	48	1	0	1	48	32984903	32984950	2.29e-15	84.2
# BLASTN 2.13.0+
# Query: R04A02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R04A02	chr1	95.833	48	2	0	1	48	35795130	35795177	1.07e-13	78.7
# BLASTN 2.13.0+
# Query: R04G10
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R04G10	chr1	100.000	48	0	0	1	48	222373216	222373263	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R05C01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R05C01	chr1	100.000	48	0	0	1	48	11652008	11651961	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R06A04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R06A04	chr1	100.000	48	0	0	1	48	304557713	304557666	4.93e-17	89.8
R06A04	chr9	93.182	44	3	0	1	44	81133304	81133261	8.31e-10	65.8
# BLASTN 2.13.0+
# Query: R06B03
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R06B03	chr3	100.000	48	0	0	1	48	173642796	173642843	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R06C04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R06C04	chr2	100.000	48	0	0	1	48	16222814	16222767	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R06D07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R06D07	chr2	100.000	34	0	0	1	34	16222807	16222840	2.99e-09	63.9
# BLASTN 2.13.0+
# Query: R06G11
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
R06G11	chr1	100.000	48	0	0	1	48	282964262	282964309	4.93e-17	89.8
R06G11	chr1	93.878	49	2	1	1	48	290396881	290396929	4.97e-12	73.1
R06G11	chr1	91.667	48	4	0	1	48	290497965	290498012	2.31e-10	67.6
# BLASTN 2.13.0+
# Query: R06H01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R06H01	chr1	100.000	48	0	0	1	48	304574977	304574930	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R06H11
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R06H11	chr3	97.917	48	1	0	1	48	11487450	11487497	2.29e-15	84.2
# BLASTN 2.13.0+
# Query: R07F07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R07F07	chr3	100.000	48	0	0	1	48	184805817	184805770	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R08A07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R08A07	chr4	100.000	48	0	0	1	48	4858314	4858361	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R08E06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R08E06	chr3	100.000	48	0	0	1	48	231791531	231791484	4.93e-17	89.8
# BLASTN 2.13.0+
# Query: R100B06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R100B06	chr5	100.000	124	0	0	1	124	198541095	198541218	1.17e-58	230
# BLASTN 2.13.0+
# Query: R100B09
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R100B09	chr3	98.810	84	1	0	1	84	11487454	11487537	6.98e-35	150
# BLASTN 2.13.0+
# Query: R100G07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R100G07	chr8	100.000	121	0	0	1	121	56282013	56282133	5.30e-57	224
R100G07	chr3	95.868	121	5	0	1	121	91589937	91589817	1.15e-48	196
# BLASTN 2.13.0+
# Query: R100H01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
R100H01	chr2	100.000	124	0	0	1	124	168458614	168458737	1.17e-58	230
R100H01	chr2	82.353	119	21	0	6	124	168479798	168479916	7.43e-21	104
R100H01	chr7	94.355	124	7	0	1	124	23271471	23271348	5.54e-47	191
# BLASTN 2.13.0+
# Query: R101B12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R101B12	chr2	100.000	55	0	0	1	55	41061574	41061628	1.24e-20	102
# BLASTN 2.13.0+
# Query: R101C04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R101C04	chr6	98.361	61	1	0	1	61	144461233	144461293	2.96e-22	108
# BLASTN 2.13.0+
# Query: R102H01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R102H01	chr6	100.000	124	0	0	1	124	140847770	140847647	1.17e-58	230
# BLASTN 2.13.0+
# Query: R103C07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R103C07	chr7	100.000	64	0	0	1	64	134540152	134540215	1.45e-25	119
R103C07	chr2	92.188	64	5	0	1	64	199715275	199715338	3.16e-17	91.6
# BLASTN 2.13.0+
# Query: R103E04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R103E04	chr1	100.000	62	0	0	1	62	303510853	303510914	1.84e-24	115
# BLASTN 2.13.0+
# Query: R103F11
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R103F11	chr2	100.000	122	0	0	1	122	5818377	5818256	1.49e-57	226
# BLASTN 2.13.0+
# Query: R105B06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R105B06	chr9	100.000	49	0	0	1	49	9595305	9595353	2.27e-17	91.6
R105B06	chr3	95.000	40	2	0	1	40	234662446	234662485	4.94e-09	63.9
# BLASTN 2.13.0+
# Query: R105D02
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R105D02	chr9	100.000	63	0	0	1	63	111795159	111795097	5.21e-25	117
# BLASTN 2.13.0+
# Query: R105H08
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R105H08	chr6	99.187	123	1	0	1	123	131771265	131771143	1.95e-56	222
# BLASTN 2.13.0+
# Query: R106B11
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R106B11	chr6	100.000	124	0	0	1	124	156859307	156859430	1.17e-58	230
# BLASTN 2.13.0+
# Query: R106E06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R106E06	chr8	100.000	124	0	0	1	124	120544682	120544559	1.17e-58	230
# BLASTN 2.13.0+
# Query: R106E07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R106E07	chr1	100.000	90	0	0	1	90	189224517	189224428	7.61e-40	167
# BLASTN 2.13.0+
# Query: R106F04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
R106F04	chr7	100.000	124	0	0	1	124	175366873	175366996	1.17e-58	230
R106F04	chr9	97.561	123	3	0	2	124	125221081	125221203	4.25e-53	211
R106F04	chr9	97.561	123	3	0	2	124	136351424	136351546	4.25e-53	211
R106F04	chr2	97.561	123	3	0	2	124	199191880	199192002	4.25e-53	211
R106F04	chr2	97.561	123	3	0	2	124	241640588	241640710	4.25e-53	211
# BLASTN 2.13.0+
# Query: R106G12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R106G12	chr3	99.194	124	1	0	1	124	226979753	226979630	5.46e-57	224
# BLASTN 2.13.0+
# Query: R106H03
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R106H03	chr6	100.000	122	0	0	3	124	156002049	156002170	1.52e-57	226
# BLASTN 2.13.0+
# Query: R107C05
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R107C05	chr1	99.194	124	1	0	1	124	15061904	15061781	5.46e-57	224
# BLASTN 2.13.0+
# Query: R107C12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R107C12	chr8	99.194	124	1	0	1	124	173969220	173969097	5.46e-57	224
# BLASTN 2.13.0+
# Query: R107D01
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
R107D01	chr9	94.949	99	2	1	1	99	162516032	162515937	2.62e-35	152
R107D01	chr1	87.500	136	5	4	1	124	5547323	5547458	1.22e-33	147
# BLASTN 2.13.0+
# Query: R107F06
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R107F06	chr5	98.387	124	2	0	1	124	223087370	223087493	2.54e-55	219
# BLASTN 2.13.0+
# Query: R108E12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
R108E12	chr6	100.000	124	0	0	1	124	173039678	173039801	1.17e-58	230
R108E12	chr5	92.941	85	6	0	6	90	191155230	191155314	5.70e-27	124
R108E12	chr5	89.362	94	10	0	7	100	194008039	194007946	2.65e-25	119
R108E12	chr5	92.105	76	6	0	1	76	95096292	95096367	5.74e-22	108
R108E12	chr2	89.362	94	10	0	7	100	14484325	14484232	2.65e-25	119
R108E12	chr2	89.362	94	10	0	7	100	45817047	45816954	2.65e-25	119
R108E12	chr2	86.458	96	9	3	7	100	14223967	14223874	2.67e-20	102
R108E12	chr1	93.421	76	5	0	1	76	128470133	128470208	1.23e-23	113
# BLASTN 2.13.0+
# Query: R108F10
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R108F10	chr3	100.000	124	0	0	1	124	219892910	219893033	1.17e-58	230
# BLASTN 2.13.0+
# Query: R108F12
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R108F12	chr3	100.000	81	0	0	1	81	186634438	186634518	6.69e-35	150
# BLASTN 2.13.0+
# Query: R108G04
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
R108G04	chr8	100.000	33	0	0	1	33	170246560	170246528	1.12e-08	62.1
# BLASTN 2.13.0+
# Query: R108G07
# Database: resources/part0/reference_genomes/A188v1/A188v1
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
R108G07	chr8	100.000	124	0	0	1	124	168552930	168552807	1.17e-58	230
R108G07	chr1	94.444	72	4	0	34	105	111197216	111197287	4.44e-23	111
R108G07	chr4	96.923	65	2	0	41	105	36111550	36111486	1.60e-22	110
R108G07	chr3	81.481	108	6	4	1	106	169608717	169608622	1.62e-12	76.8
# BLASTN 2.13.0+
